OID,AIMSFID,WARD,DISTRICT,NAME,SHAPE_STArea__,SHAPE_STLength__
-1,201727221001436.000000000000000,I4,I403.01,Lenexa 4-03,13344792.438110352000000,18845.566385731538000
-1,201727221001437.000000000000000,I4,I404.01,Lenexa 4-04,19146701.384948730000000,27074.740245308050000
-1,201727221001438.000000000000000,I4,I405.01,Lenexa 4-05,4462276.978759765600000,11902.847484989466000
-1,201727221001439.000000000000000,I4,I406.01,Lenexa 4-06,100608196.120269780000000,55188.984904465149000
-1,201727221001440.000000000000000,I4,I406.02,Lenexa 4-06,65990917.214538574000000,42907.447194833701000
-1,201727221001441.000000000000000,I4,I407.01,Lenexa 4-07,7031952.439178466800000,15082.086712184349000
-1,201727221001442.000000000000000,I4,I408.01,Lenexa 4-08,5240370.407501220700000,9956.355082245669100
-1,201727221001443.000000000000000,I4,I409.01,Lenexa 4-09,6066077.801788330100000,10481.086518010254000
-1,201727221001444.000000000000000,I4,I410.01,Lenexa 4-10,5749016.829254150400000,21119.516746364436000
-1,201727221001445.000000000000000,I4,I411.01,Lenexa 4-11,1095087.827850341800000,4576.752435384117200
-1,201727221001446.000000000000000,I4,I412.01,Lenexa 4-12,8047482.353668212900000,14020.157025161023000
-1,201727221001447.000000000000000,J1,J101.01,Merriam 1-01,7031482.387695312500000,13266.095882620455000
-1,201727221001448.000000000000000,J1,J102.01,Merriam 1-02,10533958.429992676000000,15999.272682959236000
-1,201727221001449.000000000000000,J1,J102.02,Merriam 1-02,1692851.896240234400000,6464.974258847879400
-1,201727221001450.000000000000000,J2,J201.01,Merriam 2-01,5267813.080383300800000,11844.008708094812000
-1,201727221001451.000000000000000,J2,J201.02,Merriam 2-01,10242974.701354980000000,15293.299900899623000
-1,201727221001452.000000000000000,J2,J202.01,Merriam 2-02,6695305.927429199200000,14011.872340840151000
-1,201727221001453.000000000000000,J2,J202.02,Merriam 2-02,1070440.909790039100000,4288.337737503585200
-1,201727221001454.000000000000000,J2,J203.01,Merriam 2-03,14183003.730773926000000,16080.076091937490000
-1,201727221001455.000000000000000,J3,J301.01,Merriam 3-01,13005229.522399902000000,16238.664991807696000
-1,201727221001456.000000000000000,J3,J302.01,Merriam 3-02,15179695.105529785000000,16069.484661384460000
-1,201727221001457.000000000000000,J4,J401.01,Merriam 4-01,21188551.555053711000000,21283.854685119411000
-1,201727221001458.000000000000000,J4,J402.01,Merriam 4-02,7121186.938049316400000,10990.621858258193000
-1,201727221001459.000000000000000,J4,J403.01,Merriam 4-03,7224335.796447753900000,11213.969312708077000
-1,201727221001460.000000000000000,K1,K101.01,Mission 1-01,8728793.471923828100000,12699.534793631246000
-1,201727221001461.000000000000000,K1,K102.01,Mission 1-02,4131613.587890625000000,9137.569093236961600
-1,201727221001462.000000000000000,K2,K201.01,Mission 2-01,7189678.665832519500000,12998.946523261522000
-1,201727221001463.000000000000000,K2,K202.01,Mission 2-02,7319297.402343750000000,13298.927946410080000
-1,201727221001464.000000000000000,K3,K301.01,Mission 3-01,15539635.726623535000000,28013.765784673684000
-1,201727221001465.000000000000000,K3,K302.01,Mission 3-02,6219080.293212890600000,15197.658133937091000
-1,201727221001466.000000000000000,K4,K401.01,Mission 4-01,8830607.877014160200000,12854.150348926316000
-1,201727221001467.000000000000000,K4,K402.01,Mission 4-02,7224314.130065918000000,11210.060762693163000
-1,201727221001468.000000000000000,K4,K403.01,Mission 4-03,8646799.461364746100000,14228.519219838832000
-1,201727221001469.000000000000000,,L001.01,Mission Hills 0-01,23673126.441284180000000,27353.871918247605000
-1,201727221001470.000000000000000,,L002.01,Mission Hills 0-02,8338402.774353027300000,13675.143174166966000
-1,201727221001471.000000000000000,,L003.01,Mission Hills 0-03,9558895.875244140600000,14580.229324642414000
-1,201727221001472.000000000000000,,L004.01,Mission Hills 0-04,15278145.397460937000000,17874.733546111573000
-1,201727221001473.000000000000000,,M001.01,Mission Woods 0-01,2422209.162292480500000,7733.639147961787800
-1,201727221001474.000000000000000,N1,N101.01,Overland Park 1-01,25753369.566711426000000,26933.904053218186000
-1,201727221001475.000000000000000,N1,N102.01,Overland Park 1-02,13795375.001831055000000,21270.092156500898000
-1,201727221001476.000000000000000,N1,N103.01,Overland Park 1-03,14078737.843566895000000,16005.252732650270000
-1,201727221001477.000000000000000,N1,N104.01,Overland Park 1-04,11096440.109375000000000,13816.280785050714000
-1,201727221001478.000000000000000,N1,N105.01,Overland Park 1-05,7052194.181152343700000,10620.512618131874000
-1,201727221001479.000000000000000,N1,N106.01,Overland Park 1-06,13174556.235656738000000,15943.852654627930000
-1,201727221001480.000000000000000,N1,N107.01,Overland Park 1-07,13996126.665283203000000,15881.422293829932000
-1,201727221001481.000000000000000,N1,N108.01,Overland Park 1-08,17626752.719787598000000,18966.854857601924000
-1,201727221001482.000000000000000,N1,N109.01,Overland Park 1-09,7032752.720642089800000,10618.554616012427000
-1,201727221001483.000000000000000,N1,N110.01,Overland Park 1-10,14140884.181213379000000,16046.762454559750000
-1,201727221001484.000000000000000,N1,N111.01,Overland Park 1-11,3083237.569335937500000,7475.022002461854800
-1,201727221001485.000000000000000,N1,N112.01,Overland Park 1-12,9105105.720886230500000,14572.876664066000000
-1,201727221001486.000000000000000,N1,N113.01,Overland Park 1-13,10656809.494384766000000,16307.929422338691000
-1,201727221001487.000000000000000,N1,N114.01,Overland Park 1-14,9243585.717651367200000,13091.758509207970000
-1,201727221001488.000000000000000,N1,N115.01,Overland Park 1-15,4815376.272827148400000,9779.825649012216700
-1,201727221001489.000000000000000,N1,N116.01,Overland Park 1-16,14074160.396789551000000,15928.444295992722000
-1,201727221001490.000000000000000,N1,N117.01,Overland Park 1-17,5618318.920471191400000,11920.094948344440000
-1,201727221001491.000000000000000,N1,N118.01,Overland Park 1-18,7000273.963989257800000,10583.558150233357000
-1,201727221001492.000000000000000,N1,N119.01,Overland Park 1-19,7056424.539794921900000,13337.278237187766000
-1,201727221001493.000000000000000,N1,N120.01,Overland Park 1-20,7091455.788208007800000,10655.963056133138000
-1,201727221001494.000000000000000,N1,N121.01,Overland Park 1-21,3102382.473693847700000,7597.235526554751200
-1,201727221001495.000000000000000,N1,N122.01,Overland Park 1-22,3527907.057495117200000,7969.314583879433500
-1,201727221001496.000000000000000,N2,N201.01,Overland Park 2-01,6528807.289733886700000,10746.445998413090000
-1,201727221001497.000000000000000,N2,N202.01,Overland Park 2-02,7018780.828247070300000,10584.745613598792000
-1,201727221001498.000000000000000,N2,N203.01,Overland Park 2-03,7020887.321289062500000,10619.155390950817000
-1,201727221001499.000000000000000,N2,N204.01,Overland Park 2-04,5398065.984710693400000,10471.981118476409000
-1,201727221001500.000000000000000,N2,N205.01,Overland Park 2-05,16019821.018676758000000,17716.844028960040000
-1,201727221001501.000000000000000,N2,N206.01,Overland Park 2-06,7574585.185852050800000,11019.040759513557000
-1,201727221001502.000000000000000,N2,N207.01,Overland Park 2-07,7231464.720520019500000,10782.932330219348000
-1,201727221001503.000000000000000,N2,N208.01,Overland Park 2-08,7021056.376708984400000,10605.709926464368000
-1,201727221001504.000000000000000,N2,N209.01,Overland Park 2-09,14048732.902923584000000,15920.122353498233000
-1,201727221001505.000000000000000,N2,N210.01,Overland Park 2-10,4519599.633331298800000,9417.374988464169300
-1,201727221001506.000000000000000,N2,N211.01,Overland Park 2-11,6708612.231872558600000,11013.424223294031000
-1,201727221001507.000000000000000,N2,N212.01,Overland Park 2-12,6309738.342468261700000,10427.434511234022000
-1,201727221001508.000000000000000,N2,N213.01,Overland Park 2-13,7023346.625549316400000,10780.135048661190000
-1,201727221001509.000000000000000,N2,N214.01,Overland Park 2-14,7025719.005859375000000,10604.131956062885000
-1,201727221001510.000000000000000,N2,N215.01,Overland Park 2-15,14135190.269561768000000,16963.036992177840000
-1,201727221001511.000000000000000,N2,N216.01,Overland Park 2-16,7207509.344573974600000,10683.864265476190000
-1,201727221001512.000000000000000,N2,N217.01,Overland Park 2-17,8136052.976715087900000,11393.345550725562000
-1,201727221001513.000000000000000,N2,N218.01,Overland Park 2-18,10587539.411132812000000,13339.510470519996000
-1,201727221001514.000000000000000,N2,N219.01,Overland Park 2-19,6685341.067962646500000,10349.381556541264000
-1,201727221001515.000000000000000,N2,N220.01,Overland Park 2-20,4560604.000976562500000,9565.670101064040900
-1,201727221001516.000000000000000,N2,N221.01,Overland Park 2-21,7148414.833740234400000,10694.439598197083000
-1,201727221001517.000000000000000,N2,N222.01,Overland Park 2-22,6798835.114105224600000,10462.253326299649000
-1,201727221001518.000000000000000,N2,N223.01,Overland Park 2-23,7595477.702545166000000,11033.239346570021000
-1,201727221001519.000000000000000,N2,N224.01,Overland Park 2-24,17064840.090606689000000,18113.856876553888000
-1,201727221001520.000000000000000,N2,N225.01,Overland Park 2-25,15693414.616302490000000,17327.981494418640000
-1,201727221001521.000000000000000,N2,N226.01,Overland Park 2-26,2836376.835571289100000,7426.975725865158000
-1,201727221001522.000000000000000,N3,N301.01,Overland Park 3-01,28182663.040557861000000,21225.519396124957000
-1,201727221001523.000000000000000,N3,N302.01,Overland Park 3-02,8103409.966369628900000,11892.952747832775000
-1,201727221001524.000000000000000,N3,N303.01,Overland Park 3-03,7240486.453125000000000,10806.409689661752000
-1,201727221001525.000000000000000,N3,N304.01,Overland Park 3-04,13573644.969268799000000,16263.106086938622000
-1,201727221001526.000000000000000,N3,N305.01,Overland Park 3-05,13863810.405334473000000,15959.473551737741000
-1,201727221001527.000000000000000,N3,N305.02,Overland Park 3-05,14419621.453979492000000,15984.340510089805000
-1,201727221001528.000000000000000,N3,N306.01,Overland Park 3-06,9664176.808898925800000,17788.727693916320000
-1,201727221001529.000000000000000,N3,N307.01,Overland Park 3-07,6220297.814544677700000,9909.686239851827800
-1,201727221001530.000000000000000,N3,N308.01,Overland Park 3-08,7530029.621063232400000,10999.560598928778000
-1,201727221001531.000000000000000,N3,N309.01,Overland Park 3-09,11524226.964233398000000,15248.980852089318000
-1,201727221001532.000000000000000,N3,N310.01,Overland Park 3-10,4860285.615844726600000,9035.799193451892300
-1,201727221001533.000000000000000,N3,N311.01,Overland Park 3-11,8278240.566833496100000,15730.929634453893000
-1,201727221001534.000000000000000,N3,N312.01,Overland Park 3-12,16397397.257080078000000,17102.627134931892000
-1,201727221001535.000000000000000,N3,N313.01,Overland Park 3-13,197448.415588378910000,3943.524077992005000
-1,201727221001536.000000000000000,N3,N313.02,Overland Park 3-13,14058166.742950439000000,15948.339282265106000
-1,201727221001537.000000000000000,N3,N314.01,Overland Park 3-14,11221307.685668945000000,17124.592193893546000
-1,201727221001538.000000000000000,N3,N315.01,Overland Park 3-15,7515189.701873779300000,11003.901495637081000
-1,201727221001539.000000000000000,N3,N315.02,Overland Park 3-15,7526625.067108154300000,10966.741804892839000
-1,201727221001540.000000000000000,N3,N316.01,Overland Park 3-16,7805969.543304443400000,11296.846736696742000
-1,201727221001541.000000000000000,N3,N317.01,Overland Park 3-17,4396762.267974853500000,9270.191819547904700
-1,201727221001542.000000000000000,N3,N318.01,Overland Park 3-18,16826318.942840576000000,18184.427457613587000
-1,201727221001543.000000000000000,N3,N319.01,Overland Park 3-19,13324345.591705322000000,18847.948992964804000
-1,201727221001544.000000000000000,N3,N320.01,Overland Park 3-20,20863725.182556152000000,18029.694516119791000
-1,201727221001545.000000000000000,N3,N321.01,Overland Park 3-21,7609939.340423584000000,13546.339769489410000
-1,201727221001546.000000000000000,N3,N322.01,Overland Park 3-22,15571885.545013428000000,18225.992894457060000
-1,201727221001547.000000000000000,N4,N401.01,Overland Park 4-01,7070212.801147460900000,10748.124886714677000
-1,201727221001548.000000000000000,N4,N401.02,Overland Park 4-01,10965967.537719727000000,15497.099914870798000
-1,201727221001549.000000000000000,N4,N402.01,Overland Park 4-02,7017918.106994628900000,10533.380044353176000
-1,201727221001550.000000000000000,N4,N402.02,Overland Park 4-02,3050723.036956787100000,7491.822547161580600
-1,201727221001551.000000000000000,N4,N403.01,Overland Park 4-03,7037306.616943359400000,10618.871384750688000
-1,201727221001552.000000000000000,N4,N403.02,Overland Park 4-03,28061065.325897217000000,23828.873093599232000
-1,201727221001553.000000000000000,N4,N404.01,Overland Park 4-04,11724949.568359375000000,15248.656681128701000
-1,201727221001554.000000000000000,N4,N405.01,Overland Park 4-05,11945412.861938477000000,14307.559362192424000
-1,201727221001555.000000000000000,N4,N406.01,Overland Park 4-06,8000252.631774902300000,16978.572780341470000
-1,201727221001556.000000000000000,N4,N407.01,Overland Park 4-07,6200341.743804931600000,14990.577566634760000
-1,201727221001557.000000000000000,N4,N408.01,Overland Park 4-08,11054964.228363037000000,19037.939313091101000
-1,201727221001558.000000000000000,N4,N409.01,Overland Park 4-09,6514733.209014892600000,16704.202076932357000
-1,201727221001559.000000000000000,N4,N409.02,Overland Park 4-09,14029587.703399658000000,15900.272285984702000
-1,201727221001560.000000000000000,N4,N410.01,Overland Park 4-10,7554731.645721435500000,14519.802659701965000
-1,201727221001561.000000000000000,N4,N411.01,Overland Park 4-11,9297199.527526855500000,14838.386772399246000
-1,201727221001662.000000000000000,N4,N412.01,Overland Park 4-12,13454990.369720459000000,16334.112111303697000
-1,201727221001663.000000000000000,N4,N413.01,Overland Park 4-13,12730219.229858398000000,16007.800222010028000
-1,201727221001664.000000000000000,N4,N414.01,Overland Park 4-14,5010780.861297607400000,8984.808146199880900
-1,201727221001665.000000000000000,N4,N415.01,Overland Park 4-15,13601353.683380127000000,15521.704758593156000
-1,201727221001666.000000000000000,N4,N416.01,Overland Park 4-16,15458868.523651123000000,17422.395871413999000
-1,201727221001667.000000000000000,N4,N417.01,Overland Park 4-17,13456417.158752441000000,14940.454452056645000
-1,201727221001668.000000000000000,N4,N417.02,Overland Park 4-17,453963.468719482420000,3377.670518165011300
-1,201727221001669.000000000000000,N4,N418.01,Overland Park 4-18,2996198.340576171900000,7368.645258842992900
-1,201727221001670.000000000000000,N4,N419.01,Overland Park 4-19,18853147.737426758000000,23079.793227056703000
-1,201727221001671.000000000000000,N5,N501.01,Overland Park 5-01,10194410.871398926000000,16311.776468602360000
-1,201727221001672.000000000000000,N5,N502.01,Overland Park 5-02,6757089.019592285200000,12601.615563175903000
-1,201727221001673.000000000000000,N5,N503.01,Overland Park 5-03,14477543.867248535000000,15905.479294117697000
-1,201727221001674.000000000000000,N5,N504.01,Overland Park 5-04,10913149.585784912000000,14246.929281465573000
-1,201727221001675.000000000000000,N5,N505.01,Overland Park 5-05,5555639.203460693400000,10757.951958733152000
-1,201727221001676.000000000000000,N5,N506.01,Overland Park 5-06,12369096.418151855000000,15718.635480328863000
-1,201727221001677.000000000000000,N5,N507.01,Overland Park 5-07,13961452.117034912000000,17617.410931245002000
-1,201727221001678.000000000000000,N5,N508.01,Overland Park 5-08,31589802.940856934000000,26489.314731741695000
-1,201727221001679.000000000000000,N5,N509.01,Overland Park 5-09,18417026.639770508000000,18464.400274004100000
-1,201727221001680.000000000000000,N5,N510.01,Overland Park 5-10,57567053.011322021000000,46128.169752681169000
-1,201727221001681.000000000000000,N5,N511.01,Overland Park 5-11,16458309.258148193000000,17735.726580825700000
-1,201727221001682.000000000000000,N5,N512.01,Overland Park 5-12,20550192.598266602000000,30159.510989842547000
-1,201727221001683.000000000000000,N5,N513.01,Overland Park 5-13,14398792.736633301000000,16960.440983090302000
-1,201727221001684.000000000000000,N5,N514.01,Overland Park 5-14,10034160.814727783000000,14784.117909085502000
-1,201727221001685.000000000000000,N5,N515.01,Overland Park 5-15,15596666.827056885000000,23058.054692315785000
-1,201727221001686.000000000000000,N5,N516.01,Overland Park 5-16,9684317.966247558600000,16241.121089429795000
-1,201727221001687.000000000000000,N5,N517.01,Overland Park 5-17,2652883.158721923800000,7979.697733887917800
-1,201727221001688.000000000000000,N5,N518.01,Overland Park 5-18,12985604.851165771000000,15628.929735107024000
-1,201727221001689.000000000000000,N6,N601.01,Overland Park 6-01,21090039.859558105000000,18637.125216328521000
-1,201727221001690.000000000000000,N6,N602.01,Overland Park 6-02,15220532.281097412000000,16234.090454905448000
-1,201727221001691.000000000000000,N6,N603.01,Overland Park 6-03,28453004.537445068000000,21356.267009194496000
-1,201727221001692.000000000000000,N6,N604.01,Overland Park 6-04,14303186.637481689000000,15593.333901509846000
-1,201727221001693.000000000000000,N6,N605.01,Overland Park 6-05,13756746.187438965000000,16029.181999991069000
-1,201727221001694.000000000000000,N6,N606.01,Overland Park 6-06,31263721.326110840000000,31882.538034531601000
-1,201727221001695.000000000000000,N6,N607.01,Overland Park 6-07,16565563.591186523000000,17778.686331122346000
-1,201727221001696.000000000000000,N6,N608.01,Overland Park 6-08,21480615.906921387000000,21494.138194563959000
-1,201727221001697.000000000000000,N6,N608.02,Overland Park 6-08,120002111.828338620000000,53377.004631611780000
-1,201727221001698.000000000000000,N6,N609.01,Overland Park 6-09,121832285.228576660000000,87979.829709400190000
-1,201727221001699.000000000000000,N6,N610.01,Overland Park 6-10,56306277.119171143000000,50410.167675064673000
-1,201727221001700.000000000000000,N6,N611.01,Overland Park 6-11,10776261.099182129000000,17486.832132703366000
-1,201727221001701.000000000000000,N6,N612.01,Overland Park 6-12,6674412.684204101600000,12171.631669823424000
-1,201727221001702.000000000000000,N6,N613.01,Overland Park 6-13,68038702.487457275000000,73275.637366270326000
-1,201727221001703.000000000000000,N6,N614.01,Overland Park 6-14,3503884.660308837900000,7946.721710336329100
-1,201727221001704.000000000000000,N6,N615.01,Overland Park 6-15,24561801.979980469000000,21086.609538710323000
-1,201727221001705.000000000000000,N6,N616.01,Overland Park 6-16,10339078.698455811000000,15294.232324914916000
-1,201727221001706.000000000000000,N6,N617.01,Overland Park 6-17,2041835.190002441400000,6184.924314338835800
-1,201727221001707.000000000000000,N6,N618.01,Overland Park 6-18,29157766.820678711000000,33033.094029774918000
-1,201727221001708.000000000000000,N6,N619.01,Overland Park 6-19,10610941.368957520000000,15060.640611868730000
-1,201727221001709.000000000000000,N6,N620.01,Overland Park 6-20,56385950.615325928000000,37580.982311949410000
-1,201727221001710.000000000000000,N6,N620.02,Overland Park 6-20,120807867.270751950000000,74114.407726554797000
-1,201727221001711.000000000000000,N6,N620.03,Overland Park 6-20,3514339.876434326200000,7957.633478244042600
-1,201727221001712.000000000000000,N6,N621.01,Overland Park 6-21,56552369.173645020000000,31922.392757240832000
-1,201727221001713.000000000000000,O1,O101.01,Prairie Village 1-01,12430038.027648926000000,17435.125592405930000
-1,201727221001714.000000000000000,O1,O102.01,Prairie Village 1-02,7840660.054931640600000,11829.024457508900000
-1,201727221001715.000000000000000,O1,O103.01,Prairie Village 1-03,9945653.841430664100000,14544.099654647416000
-1,201727221001716.000000000000000,O2,O201.01,Prairie Village 2-01,7870929.872558593800000,12705.247467437383000
-1,201727221001717.000000000000000,O2,O202.01,Prairie Village 2-02,4666158.139953613300000,10719.023033994439000
-1,201727221001718.000000000000000,O2,O203.01,Prairie Village 2-03,8673719.728393554700000,15155.045925298762000
-1,201727221001719.000000000000000,O3,O301.01,Prairie Village 3-01,5123504.656677246100000,9620.137627003494300
-1,201727221001720.000000000000000,O3,O302.01,Prairie Village 3-02,8807103.538208007800000,13043.251445421036000
-1,201727221001721.000000000000000,O3,O303.01,Prairie Village 3-03,8433016.287292480500000,17759.654043673763000
-1,201727221001722.000000000000000,O4,O401.01,Prairie Village 4-01,13431580.274536133000000,16081.616323044047000
-1,201727221001723.000000000000000,O4,O402.01,Prairie Village 4-02,7005398.159179687500000,10591.310968572623000
-1,201727221001724.000000000000000,O4,O403.01,Prairie Village 4-03,10749138.073303223000000,16063.022218419121000
-1,201727221001725.000000000000000,O5,O501.01,Prairie Village 5-01,13711301.949218750000000,16368.117633775388000
-1,201727221001726.000000000000000,O5,O502.01,Prairie Village 5-02,16306366.892150879000000,22114.340315856043000
-1,201727221001727.000000000000000,O5,O503.01,Prairie Village 5-03,14012265.471374512000000,15916.840405844570000
-1,201727221001728.000000000000000,O6,O601.01,Prairie Village 6-01,8459975.116088867200000,16413.339779021273000
-1,201727221001729.000000000000000,O6,O602.01,Prairie Village 6-02,8131367.802917480500000,13764.434339638714000
-1,201727221001730.000000000000000,O6,O603.01,Prairie Village 6-03,7835959.981567382800000,11394.489665941690000
-1,201727221001731.000000000000000,P1,P101.01,Roeland Park 1-01,6407951.230529785200000,10540.527330761670000
-1,201727221001732.000000000000000,P1,P102.01,Roeland Park 1-02,3790959.355773925800000,9179.529919959508300
-1,201727221001733.000000000000000,P2,P201.01,Roeland Park 2-01,6787820.629577636700000,14637.944055003849000
-1,201727221001734.000000000000000,P2,P202.01,Roeland Park 2-02,6030876.569641113300000,11991.256504663921000
-1,201727221001735.000000000000000,P3,P301.01,Roeland Park 3-01,2960509.969543457000000,7337.575922246108300
-1,201727221001736.000000000000000,P3,P302.01,Roeland Park 3-02,3457447.371398925800000,8275.535114549817100
-1,201727221001737.000000000000000,P3,P303.01,Roeland Park 3-03,2672906.999633789100000,10284.019235884518000
-1,201727221001738.000000000000000,P4,P401.01,Roeland Park 4-01,3057895.060791015600000,9466.402663835540800
-1,201727221001739.000000000000000,P4,P402.01,Roeland Park 4-02,5325582.641052246100000,12322.252670085592000
-1,201727221001740.000000000000000,P4,P403.01,Roeland Park 4-03,4711151.001708984400000,14128.198389646761000
-1,201727221001741.000000000000000,Q1,Q101.01,Shawnee 1-01,13761062.624267578000000,17364.700767998489000
-1,201727221001742.000000000000000,Q1,Q102.01,Shawnee 1-02,8221320.054199218800000,11676.618864973143000
-1,201727221001743.000000000000000,Q1,Q103.01,Shawnee 1-03,9828027.168945312500000,13104.101285945810000
-1,201727221001744.000000000000000,Q1,Q104.01,Shawnee 1-04,18145626.361938477000000,24219.986347183098000
-1,201727221001745.000000000000000,Q1,Q104.02,Shawnee 1-04,4271157.172790527300000,17099.125807401928000
-1,201727221001746.000000000000000,Q1,Q105.01,Shawnee 1-05,9500272.313293457000000,14288.786331617446000
-1,201727221001747.000000000000000,Q1,Q105.02,Shawnee 1-05,14206222.706848145000000,15930.277879953783000
-1,201727221001748.000000000000000,Q1,Q106.01,Shawnee 1-06,13126065.250854492000000,15396.509145148240000
-1,201727221001749.000000000000000,Q1,Q107.01,Shawnee 1-07,37891927.290649414000000,36253.712822893365000
-1,201727221001750.000000000000000,Q1,Q108.01,Shawnee 1-08,28036436.050109863000000,27673.838600070598000
-1,201727221001751.000000000000000,Q1,Q109.01,Shawnee 1-09,1670709.560852050800000,5629.336358673127500
-1,201727221001752.000000000000000,Q1,Q109.02,Shawnee 1-09,23942817.004943848000000,25821.518973843657000
-1,201727221001753.000000000000000,Q1,Q109.03,Shawnee 1-09,9714272.537292480500000,17647.648806412217000
-1,201727221001754.000000000000000,Q1,Q109.04,Shawnee 1-09,3275163.157714843800000,9526.082520657260800
-1,201727221001755.000000000000000,Q1,Q110.01,Shawnee 1-10,14966707.555603027000000,18607.950453203732000
-1,201727221001756.000000000000000,Q1,Q110.02,Shawnee 1-10,69787764.873413086000000,36643.646293933627000
-1,201727221001757.000000000000000,Q1,Q111.01,Shawnee 1-11,9688206.699157714800000,12919.985538311546000
-1,201727221001758.000000000000000,Q1,Q112.01,Shawnee 1-12,9800990.363037109400000,17183.267151617645000
-1,201727221001759.000000000000000,Q1,Q112.02,Shawnee 1-12,11216989.117370605000000,15830.528632696645000
-1,201727221001760.000000000000000,Q2,Q201.01,Shawnee 2-01,9264854.941101074200000,14637.113638588668000
-1,201727221001761.000000000000000,Q2,Q201.02,Shawnee 2-01,1752820.496704101600000,5304.152883577708100
-1,201727221001762.000000000000000,Q2,Q202.01,Shawnee 2-02,14646059.039733887000000,18193.317239145741000
-1,201727221001763.000000000000000,Q2,Q203.01,Shawnee 2-03,14128649.021728516000000,15925.251088581363000
-1,201727221001764.000000000000000,Q2,Q204.01,Shawnee 2-04,14064580.698364258000000,15669.844215549654000
-1,201727221001765.000000000000000,Q2,Q205.01,Shawnee 2-05,8800215.531616210900000,12203.510728114672000
-1,201727221001766.000000000000000,Q2,Q206.01,Shawnee 2-06,9866686.323547363300000,15665.192069342749000
-1,201727221001767.000000000000000,Q2,Q207.01,Shawnee 2-07,9272439.690734863300000,12637.605158898856000
-1,201727221001768.000000000000000,Q2,Q207.02,Shawnee 2-07,3173137.430664062500000,7602.727317751370700
-1,201727221001769.000000000000000,Q2,Q208.01,Shawnee 2-08,6908475.828918457000000,13244.038643519591000
-1,201727221001770.000000000000000,Q2,Q209.01,Shawnee 2-09,6197050.306701660200000,12470.686948797482000
-1,201727221001771.000000000000000,Q2,Q210.01,Shawnee 2-10,6029893.952270507800000,9808.061051985409000
-1,201727221001772.000000000000000,Q2,Q211.01,Shawnee 2-11,10163221.163513184000000,13493.177788264322000
-1,201727221001773.000000000000000,Q2,Q212.01,Shawnee 2-12,7048671.749206543000000,10625.625218949854000
-1,201727221001774.000000000000000,Q2,Q213.01,Shawnee 2-13,4545912.701599121100000,9923.924189597988500
-1,201727221001775.000000000000000,Q3,Q301.01,Shawnee 3-01,9667354.584899902300000,13030.768610957472000
-1,201727221001776.000000000000000,Q3,Q302.01,Shawnee 3-02,31443761.668090820000000,23894.795042485759000
-1,201727221001777.000000000000000,Q3,Q303.01,Shawnee 3-03,11779799.007385254000000,15684.845971842724000
-1,201727221001778.000000000000000,Q3,Q304.01,Shawnee 3-04,9859356.987304687500000,23101.648241378942000
-1,201727221001779.000000000000000,Q3,Q304.02,Shawnee 3-04,20869956.973571777000000,35775.865624854989000
-1,201727221001780.000000000000000,Q3,Q304.03,Shawnee 3-04,28609338.145080566000000,47740.798255018883000
-1,201727221001781.000000000000000,Q3,Q305.01,Shawnee 3-05,106679925.183288570000000,60744.195534852770000
-1,201727221001782.000000000000000,Q3,Q305.02,Shawnee 3-05,62632988.636352539000000,47443.543436348416000
-1,201727221001783.000000000000000,Q3,Q305.03,Shawnee 3-05,3564200.379333496100000,11018.875596483249000
-1,201727221001784.000000000000000,Q3,Q305.04,Shawnee 3-05,7143360.125213623000000,10695.667455086596000
-1,201727221001785.000000000000000,Q3,Q305.05,Shawnee 3-05,14037795.229431152000000,16000.102705427435000
-1,201727221001786.000000000000000,Q3,Q306.01,Shawnee 3-06,26413343.318359375000000,29072.817121947435000
-1,201727221001787.000000000000000,Q3,Q307.01,Shawnee 3-07,56662157.443054199000000,32378.813266436613000
-1,201727221001788.000000000000000,Q3,Q308.01,Shawnee 3-08,11650050.039306641000000,18815.987576439788000
-1,201727221001789.000000000000000,Q3,Q309.01,Shawnee 3-09,28817161.853393555000000,21832.640717448656000
-1,201727221001790.000000000000000,Q3,Q309.02,Shawnee 3-09,4968.464416503906200,297.257007085252720
-1,201727221001791.000000000000000,Q4,Q401.01,Shawnee 4-01,15855619.345642090000000,18394.209612838022000
-1,201727221001792.000000000000000,Q4,Q402.01,Shawnee 4-02,9776732.428649902300000,14028.490617667199000
-1,201727221001793.000000000000000,Q4,Q403.01,Shawnee 4-03,6740341.934265136700000,10557.528544885377000
-1,201727221001794.000000000000000,Q4,Q404.01,Shawnee 4-04,4353736.480834960900000,9234.788546323590700
-1,201727221001795.000000000000000,Q4,Q405.01,Shawnee 4-05,26680707.138793945000000,23858.296634333332000
-1,201727221001796.000000000000000,Q4,Q406.01,Shawnee 4-06,22880959.421447754000000,21627.906245462476000
-1,201727221001797.000000000000000,Q4,Q407.01,Shawnee 4-07,13348408.536437988000000,16085.573908012751000
-1,201727221001798.000000000000000,Q4,Q408.01,Shawnee 4-08,41227163.658508301000000,34375.777748640729000
-1,201727221001799.000000000000000,Q4,Q409.01,Shawnee 4-09,152278193.389831540000000,54933.890977374416000
-1,201727221001800.000000000000000,Q4,Q410.01,Shawnee 4-10,2366353.511108398400000,7568.061762292572000
-1,201727221001801.000000000000000,Q4,Q411.01,Shawnee 4-11,12297080.661499023000000,15036.060846528122000
