name,namelsad,countyfp,vtdst,geosha
Township 6 West,Township 6 West Voting District,077,800060,d256bb7c4d2b48968ec0a3c9abcdf39da676b6e60ddfa36dbe88a71d89dde897
Anthony Ward 2 Exclave 1,Anthony Ward 2 Exclave 1,077,900010,4bf74b76e237e4fbae6d673c3a10964d6a77d62022896fbab553936d0aef43ce
Anthony Ward 3 Exclave 2,Anthony Ward 3 Exclave 2,077,900040,55e04afba9a0093ed2d4d9af181b7147bb596aa0d87cb76ab836a49d11ce20fa
Township 5 West Enclave,Township 5 West Enclave Voting District,077,900070,a9ee811f681bf6b3833165c751dbcc5aeafee6a0de5224e555080484f9b2257c
Township 3 West,Township 3 West Voting District,077,800020,bde7fb2658d51b010154fe936248acb981d159e00f6cab15a60522a9381d24b6
Anthony Ward 3 Exclave 1,Anthony Ward 3 Exclave 1,077,900030,1cddb530f1f4d16dbea9f5b4451a7b028793e038065dae8e2d1be700131ba428
Township 5 East,Township 5 East Voting District,077,800030,c571cd284dcc82291fd0717c66c00c022fd1641f589920a9da05a8666e5a663e
Township 5 West,Township 5 West Voting District,077,800040,b94691659e8baca28e24f8dfc06135533f6ec03f245afb59b7de13b69521687d
Anthony Ward 2 Exclave 2,Anthony Ward 2 Exclave 2,077,900020,521317664484757de11bfde0a698090bfa305ed16992a15dacb3c719bf230519
Harper Ward 1 Exclave 1,Harper Ward 1 Exclave 1,077,900060,b89a3f4c5b21197825c39a23841fe1e12ce244ad52edfb358a50481a6019e498
Anthony Ward 4 Exclave 1,Anthony Ward 4 Exclave 1,077,900050,3972888046a05ad413b35f0c43a35463d645398f8bb465c056d6b3a3cc652abe
Alta Township,Alta Township Voting District,079,000010,1fab8add65e77293b9e9a996e83786f851a94467e4c7f732d56512e1b870cbb6
Burrton Township,Burrton Township Voting District,079,000020,a00aab50632806f530dcbd7b50b5a35d87a8e2bd8ae9edcaa5aa0df99c22c161
Darlington Township H74,Darlington Township H74 Voting District,079,000030,bc4fd151a801c3a6b01836f87db216db330a5815a9ed05e8cdb9ca8a6a896985
Darlington North H72,Darlington North H72 Voting District,079,00003A,e463e628bf38d4ab1cf893fb48aabcf47fe9910202b5f2034da2622c7fa2ddb9
Emma Township,Emma Township Voting District,079,000040,3a4bf87eff36bbe10bffd4d6b8f0c4860ec14b3bfc57e4efb1402efd8a4c4a76
Newton City Ward 4 Precinct 3,Newton City Ward 4 Precinct 3,079,000250,ff378f9cc26bb0b9ba489ea96e5a5fbfee170a68ed98ebc5d2a4105da0a80fb9
Emma Township Enclave 1,Emma Township Enclave 1 Voting District,079,00004A,6414aef10c0f94f62118c35c5259c480d6d93f3eba8f567496f8bf0feee871d2
Emma Township Enclave 2,Emma Township Enclave 2 Voting District,079,00004B,60b036f549bfe6cad1eea505ea48d3c617dea3fa85123b2113307aba67735e71
Garden Township,Garden Township Voting District,079,000050,39a09615590b97920ae49da10a307e7be1a71373f8f9db6e7c82468732415359
Halstead City Ward 1 Precinct 1,Halstead City Ward 1 Precinct 1,079,000060,02cd8bf8dad82b34d1f422e7cc032dc095b247f6aeba7b71481488fdfe7dd285
Hesston Precinct 1,Hesston Precinct 1,079,000090,bcaed17c8445c00701579658ef08d02a3aa3fae4fc41279695983bad2dff3d85
Halstead City Ward 1 Precinct 2,Halstead City Ward 1 Precinct 2,079,000070,eee274ec9dc9fda1a0431dfd47c5deb56d08182e80c0045deb16f080551272f8
Halstead Township,Halstead Township Voting District,079,000080,cbb27bc96c0a5b7e438ccaa38087027ec01975d8e9b33b31d1420d2fa8ec3b92
Highland Township,Highland Township Voting District,079,000110,7a1103232fcce201f998eb935c16e1800dd8cf08bc7d9182dca7d9b21cdbe83f
Lake Township,Lake Township Voting District,079,000120,9d3215f40ca332adf31b498e7c6bf1bfae82e2629a7c857ff878b35784aad1c9
Lakin Township,Lakin Township Voting District,079,000130,ea334f1f0bd8457831e8640a0f7029937de0f1cb8635d4c2956830c24f434175
Macon Township,Macon Township Voting District,079,000140,39d95d8f70954f80feac0a7a9abda1266f72818e55b2e6f362b2b2e979317a34
Halstead City Ward 1 Precinct 2 Eclave,Halstead City Ward 1 Precinct 2 Eclave,079,00007B,fd3e2e494071eae6f68ba1529afb74066f3ddf7b62e6669913d434fa530022fe
Hesston Precinct 2,Hesston Precinct 2,079,00010A,b4cd49b3b8beb497fe89a0812326322c17ed791bbd25f63a19129de8d4c30085
Newton City Ward 1 Precinct 1,Newton City Ward 1 Precinct 1,079,000150,4de54fb6a9837bd2261ea70e7b920b1287f92fa824fb4ae04ac96c6d77307324
Newton City Ward 2 Precinct 1,Newton City Ward 2 Precinct 1,079,000180,cd0c5ec0778d7246254980a2d850ca193ba87b117fed6840be7888094b1a0a88
Newton City Ward 1 Precinct 2,Newton City Ward 1 Precinct 2,079,000160,8c535c3c407443fb01a89556381ce2c9707cdc69c733a37baf990eedc2cf4c43
Newton City Ward 1 Precinct 3,Newton City Ward 1 Precinct 3,079,000170,e5ed7943e13268bd76b11197734c2529478165d035bf87051555e4242892abf0
Newton City Ward 2 Precinct 2,Newton City Ward 2 Precinct 2,079,00019A,17d4e5c09c03a136a4811ee129ce123fd2d23e8ae61f6b23ecd5806bfc4d26bd
Newton City Ward 4 Precinct 2,Newton City Ward 4 Precinct 2,079,000240,c33199d1b62b14255ebb0a3bc727aa4f9f982dfa89bcae22cb8a788a8b4906a0
Newton City Ward 3 Precinct 1,Newton City Ward 3 Precinct 1,079,000200,1f66d5217e2b6881cd26d2664049aba056cd178caad6d2671e0b202768b475af
Newton City Ward 3 Precinct 4,Newton City Ward 3 Precinct 4,079,00022S,5fdd034e8bfa2ab676c115bbd87ea547d7b420c8c47e1ffa634d6a5e4717e1ca
Newton City Ward 4 Precinct 1,Newton City Ward 4 Precinct 1,079,000230,09da0c944d74b6cf683164d09edea3952bf4fe1717cab82032b3c97894dc6651
Newton City Ward 3 Precinct 2,Newton City Ward 3 Precinct 2,079,000210,be44ffae2fc21388542bf90d716f753c8d14ab10612070a88ff0a2fe5c0860e5
Newton City Ward 3 Precinct 2 - Exclave,Newton City Ward 3 Precinct 2 - Exclave Voting District,079,00021A,ad1df60674d12866128257dc2871c7a27470714ec8d04ee63687f0465ea7b035
Newton City Ward 3 Precinct 3,Newton City Ward 3 Precinct 3,079,00022A,51377ca8efce71605d59115589eb4fbebc3a137cc65c80e993fec4f8a17f2827
Newton City Ward 3 Precinct 4 - Exclave,Newton City Ward 3 Precinct 4 - Exclave Voting District,079,00022W,4a505a9849e4f3ecc980ba794eaaf62d57ad28eece8b2ccd25694dca2dac6749
Newton City Ward 4 Precinct 4,Newton City Ward 4 Precinct 4,079,000260,ecbcda247ec8092bc420916489a6b46615ff54bcef1c1567d8d6b822045d6623
Newton Township Part B,Newton Township Part B Voting District,079,00027B,56290970189864b6be240bdc0e9c845d5c46a82fc8ccac630683bd3d1c253d10
Newton Township Part E,Newton Township Part E Voting District,079,00027E,92b9c7aa8b249b8aaf8166deb0bd4dde6db6b744562e31ec745cced5ed391665
Newton Township Part G,Newton Township Part G Voting District,079,00027G,1fc0f1c245205af20c0a4efe8bbb0378c53024648a092ea62cebc6d78492def7
Pleasant Township,Pleasant Township Voting District,079,000290,4d50fea8d94ff574b0efe75e02dc0ace438ef6227b9f43ba411334c2d6c85fa6
Walton Township,Walton Township Voting District,079,000320,f445082e71c8ac061c0898ecf95734347447442cd85a037aed21ea78f82e3cb8
Newton Township Part A Enclave,Newton Township Part A Enclave Voting District,079,190010,8c748f047e8bfb3a67b97ec6f8e24444834227c3f5b6f1bdede45bb0f4a1dfcd
Newton Township Part D Enclave 1,Newton Township Part D Enclave 1 Voting District,079,190020,9cc54606ac8f30ce948ced87e7d7b48230dc07081e4a572ba5b44f29b250d467
Newton Township Part D enclave 2,Newton Township Part D enclave 2 Voting District,079,190030,bcff0c1d4663b9cadeab72cddfe685beb86767dbadf16107c78ca2f099d9ce69
Burrton City,Burrton City Voting District,079,900010,960b8646dfc4a6a615712069a02c1ba06243187d37412c6a51239cccc6cde147
Sedgwick City,Sedgwick City Voting District,079,900020,8531f6ba1662d51538a0d17e0d74037c565ca68c7a365fa6cf7687568cc2bcbd
Newton Township Part A,Newton Township Part A Voting District,079,000270,7fbe552c01bde0a8427667ca8154a19affd315b4ff41c4e1680f4af5b9feb52e
Newton Township Part C,Newton Township Part C Voting District,079,00027C,b70486ac01b2ba92f139bea3e1b6d1f37b7b84b83f521f5ccf7e641732cc3570
Newton Township Part D,Newton Township Part D Voting District,079,00027D,10d36233ceaa6cf1c8ac823cf9ccd3715086275d7f36dce3d2ab38ea27b491ec
Newton Township Part B Exclave,Newton Township Part B Exclave Voting District,079,00027A,f23cc48fdecfcd6b2f30ef377ed6fc697d5fcdd37ebbd3e14a68888c78c2d4fc
Newton Township Part F,Newton Township Part F Voting District,079,00027F,1fc0f1c245205af20c0a4efe8bbb0378c53024648a092ea62cebc6d78492def7
North Newton City,North Newton City Voting District,079,000280,488f21194c3d5480bd9e5f0fd99e0c385b56013bf36ec9104544a9a5cbb16620
Richland Township,Richland Township Voting District,079,000300,55ccd674daed93118d426bb1baeba36617debff393c01cda96d4d129671a811c
Sedgwick Township,Sedgwick Township Voting District,079,000310,38ce76a24ef597df8851ce692a63b64d28322f5265e04e38fbe3cd399e1f29cb
North Newton City Exclave 1,Voting District North Newton City Exclave 1,079,00028A,167a09ebe756ce1fce116926e843418b2b4f57267f5954f3d5b08a765a0f67d4
Walton City,Walton City Voting District,079,900030,f0e5d32e9ec0cffc91bc4a873663f446aedf875ca63002481b40f6efb3392e64
Ivanhoe Township,Ivanhoe Township Voting District,081,000010,56a992d4731f53263ebbfd6012cedeaf0b0def3936efb0495511165ec5da0940
North Dudley,North Dudley Voting District,081,000020,08cf7dc69ce92f6b86a954754b5a23fe331feb62982ca33c88ac5986536ab5a1
North Lockport,North Lockport Voting District,081,000030,2b10d5f2d2ab2549fcc93070f73f9992a94f2e5dae697b0e7c61ecac0cad52bf
Satanta 1,Satanta 1 Voting District,081,000040,b87aa30b292b002c85d9019f2d0a765c977c6229ae86834a0c0800ebbd3008ac
Sublette 3,Sublette 3 Voting District,081,000080,945c1520c8405cd59308baa5d1587737932cac90e70b163f0247f95835d826dd
Satanta 2 H124,Satanta 2 H124 Voting District,081,120030,78365c23eee93d27e545e4ad80b6c0bd23732a5702f938470b54d0171a8b694d
Sublette 1 H124,Sublette 1 H124,081,120050,e80d084bc98827711ebfd86f4edc3f19b0605ce8a7be1374b765048a623fd415
Sublette 3 H124,Sublette 3 H124,081,120070,d96794cffda509b874c366adf4ab42356fc156485d6806bba41f5bf8df008f2b
South Lockport,South Lockport Voting District,081,000060,ff72a1fae085b548caa5f0ef65dcfb9490667982ac3e3689ce787c6645f21381
Satanta 2 H122,Satanta 2 H122,081,120020,1a41fa1e509ee364813e06258a44c1a3a509648e46d56bc30e8920efe5a71f3e
Sublette 1 H122,Sublette 1 H122,081,120040,4faf81790b55239ac0dfde360d0aec2abfba732a12b256ec89ece6c38c86c5c8
Benton Township,Benton Township Voting District,083,000010,27fb9de7d7137ba91dcea43ee3c89b7e03e88f123d6a9beee62491c2980bc517
North Hallet,North Hallet Voting District,083,000040,a131349cb9808a6557f69bf887df0e2b9bb070467e14a4b0aee57316130ed9a9
North Roscoe,North Roscoe Voting District,083,000050,750d5a2d40323b8438dff14904cc36641baa0a90b55046755a15d969446e4164
South Hallet,South Hallet Voting District,083,000080,0b10ac38eef5e040c2a0007b47c63ad29198a2079dd0eae4c0d2d30b56f5f15a
City of Jetmore - South,City of Jetmore - South,083,150030,ea8659657254cea1efb2b848bcdaa08b26584dbf99753f2c4ae773fa5599f8c3
East Sawlog Township,East Sawlog Township Voting District,083,150040,e8bb445a0185b22d66a2a171edf398261d6cd719b1766e146418cf0987858add
North Marena Township,North Marena Township Voting District,083,150060,f2208adbd4d4eab42668974d1268dc76af261668b10bea15d0757e6079a7eb64
South Marena,South Marena Voting District,083,150080,6c9875ed340137b0e9afa5476f3340156e9de51e0c23b1af25a67403147970d9
West Sawlog,West Sawlog Voting District,083,150090,bfcbd4e1204e2cc2047aa5805f53a1f3ca8bcd46a65c2181a6dd0881db2ccd64
North Center,North Center Voting District,083,150050,ec4fdd8a15c8dabb3b4bf361b5a6af9b369fe83e377b286758950d0df4e1f70f
South Roscoe,South Roscoe Voting District,083,000090,dd58fe8b1ed0ad5b0e4d2a297bd89963a150d9f9ed6f4146bd76e9351f56dd03
Sterling Township,Sterling Township Voting District,083,000100,35b3861c7d6621cf132cc5d9aacf8b2597e85c32bd1e80f196ea7db47c65e811
Valley Township,Valley Township Voting District,083,000110,e5b72f2c4f6ad2121478295e658a4e480bea2c2e76038ed2b6d4c043814e3604
City of Jetmore - North,City of Jetmore - North,083,150010,6b96adfb8697c5a1324db46a75b280f8255de61042e5e58780048f5e7d5a4250
Southeast Center,Southeast Center Voting District,083,150070,0f1227456ff12608c9572ddc034bd3d8c3beee5e37aa0b084a990f240f859c76
City of Jetmore - Northwest / Southwest Center,City of Jetmore - Northwest / Southwest Center Voting District,083,150020,2ff4e18d79fec8a4d925c80c4e8540bdc15ef95f4801b070dec7ee0d794f7e98
Adrian Township,Adrian Township Voting District,085,000010,5567629f99106ab39405cead1bdee8420e4a63a8d7ee6ee10658df56ffd2fd16
Banner Township,Banner Township Voting District,085,000020,d3e401408b1b2abe104bb1c0cfbb7e50922f2d3c98a5d3879ae6bc3345347a9b
Cedar Township,Cedar Township Voting District,085,000030,6b5ba741996fded78b0db592a61798f0662a60a5d6bceb190e1fd0dda87490ce
Douglas Township,Douglas Township Voting District,085,000040,13d4a13395c867a31a537311424a23c0aea24e6f3f7515ebdb2072c2104ff53a
Soldier Township,Soldier Township Voting District,085,000150,469608e4e330a8907e3fcd1103c132c25f873126d439fee4cf4da40393fc6b35
Franklin Township,Franklin Township Voting District,085,000050,ca4a6f650423707e27c2d884d93a515f9f027383954cce570ed1e78e4ae4787e
Whiting Township,Whiting Township Voting District,085,000180,4bc0d6a48b9afcb1916e77bb7210686ed9c0d656e269b97cac1b350cb5f7ed85
Garfield Township,Garfield Township Voting District,085,000060,ac991a0b9c909d2ef6e3d6ff3b7509aaa877b764ec2096b5d4b3cfa826a0cb71
Lincoln Township,Lincoln Township Voting District,085,000130,c1cac24f1e96e4ff473d8b332ce975ba3210e9722c71adbbe4e29ebcabf56f1d
Grant Township,Grant Township Voting District,085,000070,ff8b72c30883f909b1f278e15cf244a7d6ad88ce22f2cfb316df68dad97f2ce9
Holton Ward 1,Holton Ward 1,085,00008A,66da6b2c9a66df227d61971858028816b48198355ae5f0a2a602a148b9dce839
Holton Ward 2,Holton Ward 2,085,000090,51b60f5a7f904cb9658f8187285768d49f5e50ac27376d1f69eaaab0bbbd136f
Holton Ward 3 Exclave Industrial Park,Holton Ward 3 Exclave Industrial Park,085,00010B,1a9610f093cb5cb75fedebf38bc9a989d2bb23513b17dcfe770b9de9795ae7c4
Holton Ward 1 Exclave City Lake,Holton Ward 1 Exclave City Lake,085,00008B,062a23b68d8745b3a99589553a88a4a3d939ce8bdce202453d652f5893c02ecc
Straight Creek Township,Straight Creek Township Voting District,085,000160,203e835592a055693f60e4288bf57ae5cdcab0b557eca844c1aebbcf03b09c52
Washington Township,Washington Township Voting District,085,000170,f6ffe9dbb87601816bd7576436413f8e52605015cd02ae161f4211de3c01f616
Holton Ward 3,Holton Ward 3,085,00010A,a69bf85e9bb2886678d2fbddeade0a5053a34f4f4529692004acc4f331ab2718
Jefferson Township,Jefferson Township Voting District,085,000110,b8f97d40c8e89141cb87a2cc479931fe4bfed2e0bc6e5af6bea61891543afbbc
Liberty Township,Liberty Township Voting District,085,000120,51c3c6996e7f0824d90be975083062c9d3325042809c20fc520a6638c1bc5f22
Netawaka Township,Netawaka Township Voting District,085,000140,6971163a14d84b3af6719a85cf697cf255fab22a01de329e6c7a9ebf7b0c12b7
Delaware Township,Delaware Township Voting District,087,000010,c13bafd3954edd10297d18ea298ab526a0e7f8ebaf2ed8a523404509a3883cdb
East Fairview,East Fairview Voting District,087,000020,71c98897705cdf97a2f4ce30633a9edd5e701f70c9e7a5ad35f2abec1bf9543c
Jefferson Township,Jefferson Township Voting District,087,000030,c2dc503e53fbaca5e90d934f8d34c2c7846e356e62ee51ceb5d1c4a42e3d7c5c
Kaw Township,Kaw Township Voting District,087,000040,0868edfa8129bd980c78ec2958e19c5b4aff194bcbc0bd47d5cca0431b2bfb34
Kentucky Township,Kentucky Township Voting District,087,000050,9a46d8c64e8c27f69a68cfe31e43f5854f5a705dc9e5e89e75aad19124c8385f
Norton Township,Norton Township Voting District,087,000060,de0879ef4cb96d067032ca9fca2cb329d4341be5e3071833d7c7b68b3d31f5bb
Oskaloosa Township,Oskaloosa Township Voting District,087,000070,25097c8c91a113b4a8e9be2cfe69616a4c081a3338b5485c05a473e8fa756b00
Ozawkie Township,Ozawkie Township Voting District,087,000080,d5606258a391e78cd16ae75f2e3784d7471a5a26a2cebc41d5a21d10b3e1e73f
Rock Creek Township,Rock Creek Township Voting District,087,000090,eacba22af2dbe161ffed3be85c8eb96070049b36e574f5844b6f1b08ff509a60
Union Township,Union Township Voting District,087,000120,993bbe6ae4300094970a586f13b289b727ac856d56e56f2a3ff005afea53fec8
West Fairview,West Fairview Voting District,087,000130,4b8e2c90a30931aaa11abbfde817e938688e2849cc5e74eb46d8dfbb82bab5a9
Sarcoxie Township,Sarcoxie Township Voting District,087,000110,b43c3693708997da73faf94ec9b16513c28412eb204502593edbf44c825b0217
Rural Township,Rural Township Voting District,087,000100,5f4b6aec6f510b4c29ea9c52dc3657b98233fe09735e3207746dff127d0f1d8e
Allen Township,Allen Township Voting District,089,000010,79a1320bf8137653bcf679972bac987d6c8c5289ef014a2085387c690c52d378
Athens Township,Athens Township Voting District,089,000020,43c43cefff8d4b658a4f506ec2f6b48389868091d895aed779b197ff718cb055
Browns Creek Township,Browns Creek Township Voting District,089,000030,4d4da343fe74134d07f4a5a2d0cff79016996d72199c4c64375c9ca0aaeebd28
White Mound Township,White Mound Township Voting District,089,000250,e24c9757e093f211e74a4844ba5914f4de80eee20796d3c90346a865574e224d
Washington Township,Washington Township Voting District,089,000240,9029ea242a3fc7d000bcf77c896498f6d137caf358b019b8bbe58a4992e9542e
Buffalo Township,Buffalo Township Voting District,089,000040,c167878f7ac38863c2d61f0a32baa8a5900ed39216d6572ecc6a07884eef2caf
Burr Oak Township,Burr Oak Township Voting District,089,000050,b044551a89da866e997bb7982c2f7109ff6f81fa60515fec83f80910be6c1eb1
Calvin Township,Calvin Township Voting District,089,000060,cefb79b478925a4df62e17a88566652c3cd1bcce99d5b66143364a9b6e425313
Center Township,Center Township Voting District,089,000070,5a96b4a6c29bf8e2eef523a2f301c4293d06d1330a0c3cc3136b8994860afa30
Erving Township,Erving Township Voting District,089,000080,c7c61a283c432fb50420a8fc1e0be4e611b9c10b75f56f73c9df559d63aa5219
Esbon Township,Esbon Township Voting District,089,000090,0dd315f8e7d8e52cc8a962094f2b12fe1df8547cdfff8947f3a8b46e82870ef2
Grant Township,Grant Township Voting District,089,000100,9f50fbb7c17f78e0e9c1ae15b99023b6e440382bf071ac4f50555e3bfa920c27
Harrison Township,Harrison Township Voting District,089,000110,f6b3161e3513c442c32de60ad3bcda5f832c5d7360384c6c40885bbef7e1730b
Highland Township,Highland Township Voting District,089,000120,2d96b1de6a5a91203c62f037f5de7af9491c20014b07d3a7727dd9f18c6fbda1
Holmwood Township,Holmwood Township Voting District,089,000130,34ce04138944598cd1deb5cbf93cd65de1c6f08b09607764e24ff97923bc825f
Ionia Township,Ionia Township Voting District,089,000140,8847a05b7a3a1466975c2c4f4b2d0369536e48c6190bf90249503c9ba85177f1
Jackson Township,Jackson Township Voting District,089,000150,c8b6dfe8fffb625ae5f4ba64bbbf85ec0d64afb67a4a6ac9ab0028e16ffe59d3
Limestone Township,Limestone Township Voting District,089,000160,5cb8ab958652d1de092f7fc7edeee046c2973ccdaa3f3bde9477345e440d370b
Montana Township,Montana Township Voting District,089,000170,5def075e0ee7d6731b0873d0c9aaf1e547064aa67d87c002c60d22fc460a3913
Odessa Township,Odessa Township Voting District,089,000180,998a4c8637da7b403d4d835564664365b3f99c737d51560336cee855fe863c90
Prairie Township,Prairie Township Voting District,089,000190,9296db1bd5df1fa9b942c56a010de315a60f56d7a74ed4e9cbf759596ef81d51
Sinclair Township,Sinclair Township Voting District,089,000210,fa930e973f7f80872c2d977e96a1e244a405ca1bfa228484453c69c86ef77901
Richland Township,Richland Township Voting District,089,000200,9b5464a607e639ec09a67cffb07b4e9e78fe2597da1e44738328ae2f4425de24
Vicksburg Township,Vicksburg Township Voting District,089,000220,b2e5efea0ece1c50be05cc57b7655ab3697ad5834b136fce846638eafde32d59
Walnut Township,Walnut Township Voting District,089,000230,e057178a970e2f6e56ddd84dd6be3ca7b85a9ed9964bbc238718d37ddfdd5367
Aubry Township 0-01,Aubry Township 0-01 Voting District,091,000010,416f59f63ed67d5c572d2889105c5f3e88e9e3fde4f39b03b08cff85a87a68ee
Aubry Township 0-02,Aubry Township 0-02 Voting District,091,000020,5a8873439446e8baebc0fa4daaa2efa603104016203f50db3f6890a0b2618886
Aubry Township 0-03,Aubry Township 0-03 Voting District,091,000030,a53ca16d2f2aca8f75a69bf7d737315a641ceb1a4d7023ad800c43a97c326055
Aubry Township 0-04,Aubry Township 0-04 Voting District,091,000040,1c0389d6e9857ebeb854908a4f04cf9862c42a9ccdf1c1a10dc9b66730d87fea
De Soto 0-01,De Soto 0-01 Voting District,091,000070,0611c128ae746ea1a09e75a2fe3f13e2497fc2bf130004aeb74654a47c91a3d5
Overland Park 2-23,Overland Park 2-23 Voting District,091,002310,923053e2c4ab49f095809bddbbfb738bae13a94c31aa4278aa401f5fb56919ec
