name,namelsad,countyfp,vtdst,geosha
Little Valley Township,Little Valley Township Voting District,113,000170,f352b460bb58a4666493bc0a7347babc3c6f3af27a4f7363f4d317b1e0dd36c9
Lone Tree Township,Lone Tree Township Voting District,113,000180,112cb146e5d2b33fb6289b46c10f4500c01fa98fe9b6e64694cba0bf25c13554
Marquette Township,Marquette Township Voting District,113,000190,a2e71cf508beb0b2f71106bd3336fe94fe82970ee0bb08d849ac701eb8c03167
McPherson Township,McPherson Township Voting District,113,000200,54f4312edc8d0449f9339ba13bf02e63f95845152ca52c091011053a3c7e1bd4
Meridian Township,Meridian Township Voting District,113,000290,2dde19221ad3efe667155153531e65d8f06cad7d5bc7f8175688b2b3e1d8624d
McPherson Ward 2,McPherson Ward 2,113,900020,ec362020516fa74a2501a6dcf3499dc0e6ab443c4c3d8305ef05b0733b7c7ca1
Mound Township,Mound Township Voting District,113,000300,78ebddcdef50d9fa3f708da8e3bc56208f44d1f32edd80c498d954ab2fabdc81
New Gottland Township,New Gottland Township Voting District,113,000310,6d220eb1ca9c408f9492c14c6e36e8f032d407b0686f9de879af1d874a0f60a3
South Sharps Creek Township,South Sharps Creek Township Voting District,113,000330,c4292fd89973bf60c5ed0208308ff4439239a56b7e93fcb8843befbac4325648
Spring Valley Township,Spring Valley Township Voting District,113,000340,59522d0a717cb69836facb263b7dfe6ce90400eab39250d48c93a58d5188344e
Superior Township,Superior Township Voting District,113,000350,49791a58b362d54883c3351cbe009bcd95c4256a978ca6bc35000140b3bfaca5
Turkey Creek Township,Turkey Creek Township Voting District,113,000360,4c7b39fb8fa6ade5e6f3f01c3fd2f2f322468b8adaf8e0f652e661cc4ee75886
Union Township,Union Township Voting District,113,000370,4aab142a15b4919d20c1a4e3ed759561a008b12b8ee0653e7cfaf75d21d1b653
McPherson Ward 4 Precinct 1 Exclave,McPherson Ward 4 Precinct 1 Exclave,113,09004A,7bca683e691be70cf3be4ab563abc527ef221e5b7a10b06976147c023237603e
Smoky Hill Township Enclave Voting District,Smoky Hill Township Enclave Voting District,113,190010,d116f5def328d8a676760e1daaf1e6a6d6a35226823447da7461eeaf0b10460b
McPherson Ward 1 Precinct 1,McPherson Ward 1 Precinct 1,113,900010,2135a1b0c438a03497de9249a38860f34aaa815a30c8424dd5897565218b8d6a
McPherson Ward 3 Part A,McPherson Ward 3 Part A,113,900030,184946655de3b8d0ef43c4f2e2cf0731d4214b31528e13f12b78f0e69dcff4e2
McPherson Ward 1 Exclave,McPherson Ward 1 Exclave,113,900050,381f619fe85b02889e3542849d1124f4656889a2d1262678a1fa080cfb7f560c
Blaine Township,Blaine Township Voting District,115,000010,d12594fedc0a374049c9d7ff11ed147b1e77b9f72f801fae56a1b5de479e83c7
Catlin Township,Catlin Township Voting District,115,000020,f3072e787a45bd4b130ed23a4a7ddc02731b7c65ad1cdab5cf2ab50b5738e53e
Centre Township,Centre Township Voting District,115,000030,1d98ce02f76517cace45ae38f0a983a278ff4cf662bfc423a6a4ef191155266f
Clark Township,Clark Township Voting District,115,000040,416410751ab68f07507c580de06670b868786d9402bb0cb3c8c2ec84ce6f0019
Clear Creek Township,Clear Creek Township Voting District,115,000050,506273bf4cc2cef7eed163a76cde1c7d237c137b85792564d1b6082bd425ac56
Marion North Ward,Marion North Ward,115,000210,9e61965acbf5d4ac57f84c84ef024f1178ab3c22b6e5dcb24bc25f05bf8cde3a
Marion South Ward,Marion South Ward,115,00022A,70a343034998cb30bd0dc16dadf488aab350ebe79609fec19e06f7a8fac9e107
Marion South Ward Exclave,Marion South Ward Exclave,115,00022B,75fa01525e88d85a341eecc3e644f4b2c85ddf10a26afe1ba0082b19e8e06345
Hillsboro Ward 2,Hillsboro Ward 2,115,900010,51f16323a2c0495f4c38bb36f87518fe5a4bf3b79adc8c6ff35e64215e75015e
Colfax Township,Colfax Township Voting District,115,000060,8d5473f6b4daad377979d202c4bc5299c1b19b12cc16e3e689e6528717fbd099
Doyle Township,Doyle Township Voting District,115,000070,991b1b86d9ccc4722c4944358359c5eb129d23b881c5c53500639abfb0f95abf
Durham Park Township,Durham Park Township Voting District,115,000080,85d2dd3ad0ced415c9222725570b66956227f82fdab030a04354373792816c74
East Branch Township,East Branch Township Voting District,115,000090,d480f5325e7c5d19bafbf63b016f4298da201ad59a4986f5f072f5e22ac321de
Florence Ward 1,Florence Ward 1,115,00011A,9d2bbdd974d0044d62c7c1eb4c78ebb00c670d40fc45acefae7830fc47aba5eb
Fairplay Township,Fairplay Township Voting District,115,000100,5c6668a3d0910d9e15a87ff7e3e180d0e715e9d1eaca0cade60b456b38dccf43
Florence Ward 2,Florence Ward 2,115,000120,b30e568d88160e5ffbf492b15df9b1eb4869917a3924dc2447764e3388405e61
Florence Ward 2 Exclave,Voting District Florence Ward 2 Exclave,115,00012A,5e7d06040532eedafb3a2ce39968293f9f3ec56d74a53d94cb62ed67ed00520a
Gale Township,Gale Township Voting District,115,000130,973a757c239f464eed1b354e4be1f58f0052ee7c4070bce9ce77b57879b37f7c
Grant Township,Grant Township Voting District,115,000140,a966e8efe7ed6a25da5f80c41e6833cf6b88961cb7c0a0155bbc2eb02a171e6f
Hillsboro Ward 1,Hillsboro Ward 1,115,000150,0754d4d852b0a6ba8e38836cf4cb1f2a37d0a9d3ce767f470780c1a08d49dd2c
Lehigh Township,Lehigh Township Voting District,115,000170,1608871d7ac1ae2d754deecf1b6e36df9ea28dbf02fd09c0451f22af949a20a0
Risley Township,Risley Township Voting District,115,000280,0e6b534b7ec60a48357c66d61421ed7a597ff855de4641134974b021996cbdad
Hillsboro Ward 2 Exclave A,Hillsboro Ward 2 Exclave A,115,900020,3f254c22535f405d9b20d9ea1ba0da0ba7fd879a73e8e9b471a3754a036584db
Hillsboro Ward 2 Exclave Industrial Park,Hillsboro Ward 2 Exclave Industrial Park,115,00016C,ad5c195f025bb364d52f27bcd4fac40ccf99701fd89a4e6bfa1e87b186775d61
Wilson Township,Wilson Township Voting District,115,000310,2b750e237d4ed7d3cd56a8be180098a8cec78d7f8853861ccdd73bb195c3f989
Liberty Township,Liberty Township Voting District,115,000180,c71ccb33b00ae6459a1b672dbc7c05a99507a8bcb217c7b065c0480ca6b2ccca
Logan Township,Logan Township Voting District,115,000190,72529eae5b18300ea395cc7fc713d5866ebf4c68d795e13effeb8ba241b66fa1
Lost Springs Township,Lost Springs Township Voting District,115,000200,a9a1a66ab6ba72e2ac37f186549dc15804c450c84813bc7fb572e75846e6958d
Menno Township,Menno Township Voting District,115,000230,bb6d5a36ebd37620b0b73c42b19fa60d7b0f8d59a0a5eac3c61c06bf871094d8
Milton Township,Milton Township Voting District,115,000240,091215234e48843ed1d86e3e5a401ad2dc088c0256e41d7e5befbefab88e5ff0
Moore Township,Moore Township Voting District,115,000250,5da38a8fe356fdaa2e78aabea34e416695ca82ba872626164636d103de56168d
Peabody East,Peabody East Voting District,115,000260,2035a28a79465f92741322628c581288fcb604d55ce2bb83b0976f050626bfdd
Peabody West,Peabody West Voting District,115,000270,05f90c2beedd5f3e2d5682cd738c83a4607d95d775a28de1e2409611df3e3908
Summit Township,Summit Township Voting District,115,000290,cc0615ce62bacec45fc0623a7bb4f5ad4590fdc8aa245bbd14040e131dc1fa9f
West Branch Township,West Branch Township Voting District,115,000300,e0c424ea12002fc1b112da656deaec6ea154534b351b0b47defe0c1448582dfe
Balderson Township,Balderson Township Voting District,117,000010,6cd38af440654da574dc591c044efbfc5985ad01c886276dad45100b251f58cc
Bigelow Township,Bigelow Township Voting District,117,000020,3bf22fb97f10a47d9bdbb0043f8649156a28295d7a91b8256b77abcdf2bb957b
Blue Rapids City,Blue Rapids City Voting District,117,000030,84616fcee855d7acffdbe1daf984f82859663535084ab506161d4914b59db62a
Blue Rapids Township,Blue Rapids Township Voting District,117,000040,06500425e1b5d0fb674606703e5a55305044ec3a84a6b7189f5ed147f26a49b9
Waterville Township,Waterville Township Voting District,117,000280,03446f7f83dd0eea2538a6cfc020a7ca0f839bd177756535270a4fa2a4e3f3d0
Center Township,Center Township Voting District,117,000050,d98345042f52ceeb1635aadadd730e85103576bb0ab12663250f32d0a27818de
Clear Fork Township,Clear Fork Township Voting District,117,000060,9902af9603268f9228f8c1eadfd2cff3772d06e64f9e38297e93f91158a05671
Cleveland Township,Cleveland Township Voting District,117,000070,4737116917212ba88389895d42abc97da45308c91928d4af9013a1d041e798be
Cottage Hill Township,Cottage Hill Township Voting District,117,000080,40c2c992b7e466007a6186684493e2cb5b778a64059f3267d0b3cd0de8c7f9d3
Elm Creek Township,Elm Creek Township Voting District,117,000100,b00b588be12bb9f7bc2f508325580380a97ed5d078ab52475bbb17edb4804786
East Vermillion Township,East Vermillion Township Voting District,117,000090,422a3629f59243ed6cef1d11d6d32e27a6af98bf9977437e989d11ba3efe6333
Herkimer Township,Herkimer Township Voting District,117,000130,b87329449a2959327a7d34257e871fe91c62d895ce7da6f34abec327ff6c1d47
Lincoln Township,Lincoln Township Voting District,117,000140,cb155cdcd620a3ba6d9e21352ec74e057a9040abab470f7132837db369b8c6a2
Logan Township,Logan Township Voting District,117,000150,7ccde4646e2e35158c3d4f1050634ac1b4d34f4dd1515bf9ba06b43531ca8adb
Marysville Township,Marysville Township Voting District,117,000200,bdb26c98dba21bec8ac4c803cc77f80b6f9a1fdf0c521f643913fd16e869c4fe
Marysville City Ward 1,Marysville City Ward 1,117,000160,05cbc87207a305af88d4e53b5638a14cda8c33be575c062372f9ed07559d1a50
Marysville City Ward 2,Marysville City Ward 2,117,00017A,20d56c0cc78737e41da9255aa6376c25516332d5006b784f02dd0f0b79f623b2
Marysville City Ward 3,Marysville City Ward 3,117,00018A,7e9e2cacfd1300edf18a5847fe0c3430d2724e5cd0856f2b9f4821fa75fde750
Marysville City Ward 4 Part B,Marysville City Ward 4 Part B,117,00019B,ccc69c1a0a2037f01d7fc2338e70936edfd31e8a90048aeaea8c62aba6c5e50a
Marysville City Ward 3 Exclave,Marysville City Ward 3 Exclave,117,00018B,d67dbf3ea901f6b8d14b3b4b2044685d6bc725f71642fcb23374bb5df9301228
Marysville City Ward 4 Part A,Marysville City Ward 4 Part A,117,00019A,9086991f1e2b7a580eb43e68e538982716cbb90cef1e4d616678779cebc163f2
Murray Township,Murray Township Voting District,117,000210,bb517c07cf375f4dc4137d56a952566f046022d25cf6f5fb115f5d3cb003ef87
Marysville City Ward 4 Part B Exclave,Marysville City Ward 4 Part B Exclave,117,00019C,bca4f8d5a881fff4303e1d7db9579474de3379a393cf1670743ba8c491572af2
Walnut Township,Walnut Township Voting District,117,000270,d0c61637ffabf7206e1815d29d24018b0e3b5210d5fc34a527259459b7a0d3c5
Noble Township,Noble Township Voting District,117,000220,58e69a53fa6643c565aa2488d55a43fb8dd1a49097420d12fabc8969bf45a1d1
Oketo Township,Oketo Township Voting District,117,000230,30f3cdc385868b3ec0dc42d9413fd2d4b61b7113f1e12c4ff0613375c476e40e
Richland Township,Richland Township Voting District,117,000240,5380e03dfd44a64e6623eca6193d6fb14fb6d78611c1ac1b5305cdfa764fea8e
Rock Township,Rock Township Voting District,117,000250,0f79e0428ad5fdf7e68971e656c2b5e3afe44373b315682708b2736e040d7b14
St. Bridget Township,St. Bridget Township Voting District,117,000260,125c7d3e4b502b43b7aa9f183d6c93c684506ef46cf8a1b9ebd2ee3ee749f1d2
Wells Township,Wells Township Voting District,117,000290,1470cbf780c230253c3b582911bb801e49169749fd0f1b9e3b33de9fc0b61344
West Vermillion Township,West Vermillion Township Voting District,117,000300,8efd2b0ff392fb3be47038cf5c2b23583830b3b791346106741f3baeb6e83878
Franklin Township C1,Franklin Township C1 Voting District,117,120020,aa6dd698ef78982e5a68e8c157d0322b29f37cab70c81b8752138ca0e6aef601
Guittard Township C2,Guittard Township C2 Voting District,117,120050,c2075242604cee326b371739ce1478247067c9ac3a469e4ab8b0399978e3a0a4
Marysville City Ward 2 Exclave,Marysville City Ward 2 Exclave,117,190010,ac37935bcd245c2b6a103e47917ad2f20e249cba2047a68cfa4ec7712af0b5ac
Franklin Township C2,Franklin Township C2 Voting District,117,120030,481adf03252986c6ba681e8f1258f109ec27ade1e233a64afbbfd473f8351888
Guittard Township C1,Guittard Township C1 Voting District,117,120040,f4e1c7c1d8a00a88730e5461971b3d8fee8a30abcceefba12983358611a61743
Cimarron Township,Cimarron Township Voting District,119,000010,f4298d9c03a1ca8072a7b3a13bad886eaec831ce9d234e9e6a887d7df77f8888
Crooked Creek Township,Crooked Creek Township Voting District,119,000020,de8a4ff8d8de2ad6aee1bee29f65105ecba4849813345b0bbd7e03ea33a1c8eb
Fowler Township,Fowler Township Voting District,119,000030,9a4c48ed20dd1bfe959bc6ef2ab7738890501f905dd447d22e8d0002af15693f
Logan Township,Logan Township Voting District,119,000040,70d167246ccba184133658ddf4c0ef4a476962a5acf1586751cd9bdfeb433ecb
West Plains Township,West Plains Township Voting District,119,000090,50ea70214f77732f7dbbc6c5f8fd59b0e5f1a16b98b6337f869c5baaec978edf
Sand Creek Township,Sand Creek Township Voting District,119,000080,57e5795c0b0264bbf0776d10cebbb9bbe9b8434a00980f4ca59c794fc256aa38
Meade Center Township,Meade Center Township Voting District,119,000050,9697eb18f0edcec7328549cc3bd51b5084f2c57f9b46b0f43c656c1401a1981f
Mertilla Township,Mertilla Township Voting District,119,000060,13a03d7b8412d2cab2db2aa473b7a3d456fd11abf730c3efa2b56556e8694d65
Odee Township,Odee Township Voting District,119,000070,aea38d9560be0b980ba5e4a5944d25bd105d27719d2fdce957109bc6053ca2ca
East Valley Township,East Valley Township Voting District,121,000020,d06ceb6363e2bed1a14800bcec1e9f9852b5300cf86b89482d5841d6d1b799b9
Louisburg Ward 1 Exclave Park,Louisburg Ward 1 Exclave Park,121,00003B,7d07f888decc971bd33095dcd56013a692aa8f44f99818c6a9fad7fe7575bd29
Louisburg Ward 4 Exclave A,Louisburg Ward 4 Exclave A,121,00004B,62b840820e9d4c6347a120bfca5e9e75a304fb1cbf0d998cfcb55e27045aa386
Miami Township,Miami Township Voting District,121,000050,c1700fcfb69e4903857271f1a34056290af6a9dad3fa0bff1b19fc862bc93f15
North Wea Township,North Wea Township Voting District,121,000080,ddc677d070ab27ae45b1a528a588956eb6a2a178b59eacd4fdc7115a9406b71c
Paola Ward 1 Exclave,Paola Ward 1 Exclave,121,00016B,0282b801da5fb8bbe6ff709e3ab3c0141aacb7ee47406b152473bcd60e790533
Richland Township,Richland Township Voting District,121,000200,ad875c4918de8d63068b38a6e42ba2b786ff2eafeefa178de675ab4b236dfd53
Spring Hill City Precinct 01,Spring Hill City Precinct 01,121,00023A,1a9dbde934451a3a9bc7991bfc2314a2845480f3daac745e49058af49e194212
Spring Hill City Exclave B,Spring Hill City Exclave B Voting District,121,00023C,022a18a763e5a248c8ff7f0eee7497316e4b87238dfa34423ba80af662906736
Spring Hill City Exclave C,Spring Hill City Exclave C Voting District,121,00023D,6836822abd153d060a1c34edb3bba9887139ad1ab1515e2559f2d8d67db97e50
Stanton Township,Stanton Township Voting District,121,000240,1b74640c2cca8439d2afb0f4f7ffcaa9f0a4e0ba846b498db91650e4e9d84d0c
Sugar Creek Township,Sugar Creek Township Voting District,121,000250,5c125d53b7b0aaa4b8f5754761c39c8cc23bba55cd7c9dc3ec2b8f6d7c36521d
Ten Mile Township,Ten Mile Township Voting District,121,000260,3307b951df548427bdff5332c1f2532dacb1019cffa9f973a5aea5e950b16eb3
North Marysville Township C3,North Marysville Township C3 Voting District,121,120050,12d2b6af7a864c4a8492e3e4f5bcf2215d2aea53ddce567dd837ce754693e84f
West Valley Township H5,West Valley Township H5,121,120100,745e92be0f2eb6bbce227aa9ab12c4cef3b654a574e4fda9c2cc27783ac7157f
Louisburg Ward 2,Louisburg Ward 2,121,180030,c1c89a24bc6a2579bace35309f67d707ee66c51592412c6430011314965cf1e9
Louisburg Ward 3 Exclave A,Louisburg Ward 3 Exclave A,121,00004C,d64717d791c13c862cdf6316d5c23b4516ef70f5a57fd2528dcda5f0232f31bb
South Wea Township,South Wea Township Voting District,121,000220,be42bc74052cf93352c943adbaee54ce79e64d12088e3ec1e0ed91ec98cce7ee
South Marysville Township C2,South Marysville Township C2 Voting District,121,120080,263bbd5ace261328ca2118679c1377cfaca5c5008295a67b60c4a60e4d39d053
Louisburg Ward 3 Exclave B,Louisburg Ward 3 Exclave B,121,00004D,11b3ada4e26d313c43d3c63d21de2f5e1c3b365d07355d925392e3bcd746327a
Paola Ward 3 Exclave B,Paola Ward 3 Exclave B,121,00018C,0e4a15ffd0306dfe65173365c41713340c3b8a648b23b5615f3e5f04a7a756b9
Mound Township,Mound Township Voting District,121,000060,bcd88c3ac1168c76c16f51b2e5ebd28bff4a95a6924d1c2aa432f8f31945fac5
West Middle Creek Township,West Middle Creek Township Voting District,121,000270,597df441b3f40b3db86367c944ec5bf94f3e36d9e7ea7b3175078583138a17c7
North Marysville Township Enclave,North Marysville Township Enclave Voting District,121,00007B,09a6bbaafe562c650b78ed479f150fe7617ae24aaa198254b589c1d3e4696645
Osawatomie Ward 2,Osawatomie Ward 2,121,00012A,a9bbde42bee5cd288d09c81736a1a0a10b88cc01b3b3018ff99b8400098d8080
Osage Township,Osage Township Voting District,121,000090,2bdc2c0208dfe788559eb8bf7d14f6b3e0ebbdfb28aa7834d458d3155ea38fd5
Osawatomie Township,Osawatomie Township Voting District,121,000100,2494c8870f1bf1caeb8a2c2296f34dceefa846acf3610bdc7bf00f32afc09a7a
Osawatomie Ward 3,Osawatomie Ward 3,121,00013A,2693b8e015c63b0a9720a78dbb8e87d525d8656bcececc1b14111d7abc8b1e90
Osawatomie Ward 1 H5,Osawatomie Ward 1 H5,121,120060,08da8791d41c9610b4b4e807a633c74b1a9a61eb6cb795531f7b96c7c5c07cc8
Osawatomie Ward 1 Exclave A Cemetery,Osawatomie Ward 1 Exclave A Cemetery,121,00011B,12908017cf910d1a74375404b7106f81ebc308eb3319961dc903a8cc572de3ce
Osawatomie Ward 2 Exclave Lake,Osawatomie Ward 2 Exclave Lake,121,00012B,5e2af7611930dc9a8e5be56b36a007c06027802aa38418956b9795ee04145c33
Paola Ward 2,Paola Ward 2,121,000170,075c6e321fd808081c1d84a72633186b2448b21c29ad0c3a81f242d7bc612d86
Paola Ward 4,Paola Ward 4,121,00019A,356683db92cd130cacad71f62482d60294e2fa158c46962948512b4dbcb31b9a
Osawatomie Ward 3 Exclave A,Osawatomie Ward 3 Exclave A,121,00013B,5ce4a192f60271af4dee73a2d70cc337fb106292742e48d401908bb725aba38a
Osawatomie Ward 3 Exclave B,Osawatomie Ward 3 Exclave B,121,00013C,e2d5852c6a30ebdb7944f8dec18c569f7b7bae423f9bd0d4e3ffd06739a3d26b
Paola Ward 3,Paola Ward 3,121,00018A,bc823ebe3532b59eb301208523d8f8af520d00381f5ac0bdb4df82bc33046346
Paola Ward 3 Exclave A,Paola Ward 3 Exclave A,121,00018B,fdbe155ebae94c46b7365506ff26c3be06f5124711b47b7cba4c7d0ec579bfbf
Paola Ward 4 Exclave,Paola Ward 4 Exclave,121,00019B,53f3965553fd047cbb6deb55f124afb05f94c0cdb5c17c6a360a88be9e5170f3
Osawatomie Ward 4,Osawatomie Ward 4,121,000140,ceb572fd5f46135951a82b3c71efd7992c620255bac4ff9e4620754f6de6b42f
Paola Ward 1,Paola Ward 1,121,00016A,74bc9ad783b0e63c7e7157ec21114d79376d28b630a2a06a0281acba0a3f9c1b
Spring Hill City Exclave A,Spring Hill City Exclave A Voting District,121,00023B,a491e2df1a51853e17769a4fdcd867aad41a77dab6086523e6bf77a22503a1f4
East Middle Creek Township C2,East Middle Creek Township C2 Voting District,121,120020,08ff1e3917038472593ba9e47dc5d13fdee30d1146fdbbde960235f7cf4c531b
South Marysville Township C3,South Marysville Township C3 Voting District,121,120090,1c1a9fbd249477b40232d6730df260e7b478a718e44c07101f30a947365111b1
East Middle Creek Township C3,East Middle Creek Township C3 Voting District,121,120030,9f223422fd131e1095a1822bbf5db05d9d24ec755020e9eaa2330bbc22c91e66
North Marysvill Township C2,North Marysvill Township C2 Voting District,121,120040,1d1ace64e06965c650b67875f1c7dd705632603e2ef9615fa7692c2949913e2d
Osawatomie Ward 1 H6,Osawatomie Ward 1 H6,121,120070,d97bef17185b53534670be7eb1285ac7e7dbee7ab8a47ad3ed9eebe8c9e56d0f
West Valley Township H6,West Valley Township H6,121,120110,26cc563d984a7640487681cb1de829cfd120c5ecf4f05d80e282a84ff6740a1f
Louisburg Ward 4,Louisburg Ward 4,121,180010,00b6d936419715b401b9134e6696fc090335973e716f007116a06a59e2da40b0
Louisburg Ward 3,Louisburg Ward 3,121,180020,d35211f959e01d93245a589828e08b58f7a9c46683c44f05293528c5f4c68035
North Paola Township,North Paola Township Voting District,121,200010,b8062adc0d7031f57daa0ec9c2ac9690ba75ce4c95461be757c7f5fbb718b7ca
South Paola Township,South Paola Township Voting District,121,200020,fde103bc3f0917b9e6cbe099019a48e618e61d78da732aa08a362017ac656b04
Louisburg Ward 1,Louisburg Ward 1,121,300010,09efccc3979d1d9bc1ebca4cdb8f3a98b8f169a156f9b49a7724b673cb4733f9
Osawatomie Township Enclave A,Osawatomie Township Enclave A Voting District,121,900010,c20036dcafcbf1313f6178ce57a4af714c80fd8b93c55d84616d626a668465ca
Osawatomie Township Enclave B,Osawatomie Township Enclave B Voting District,121,900020,4fba60f5870b34f68e3feb9cc727c1322fb1f2ac00815b9495c98d1acd55d6a5
Osawatomie Ward 1 Exclave B,Osawatomie Ward 1 Exclave B,121,900030,472b91e1a74eaa9da41d86b02a2b02eb497d18daf832605ba96f5434cdcc7c2b
Osawatomie Ward 1 Exclave C,Osawatomie Ward 1 Exclave C,121,900040,85f58305ea9b3e9cf475baa9cbc6714138f1d8479ff48fc87489863b813d45c2
Osawatomie Ward 3 Exclave D,Osawatomie Ward 3 Exclave D,121,900070,5c57b9c9458e0e2548181b8905711e63841c9bc35c78543b9d38794034abddd9
Paola Ward 1 Exclave B,Paola Ward 1 Exclave B,121,900080,6a3e100084889fbfdad7c05e4fafcc9ac67c577a5e5da436a70786694e9b47ef
South Wea Township Enclave A,South Wea Township Enclave A Voting District,121,900090,dc57d8c29d97dcb1521be3432d90a39a4efe1aedb0aadee4e3c74b17aba3c02b
South Wea Township Enclave B,South Wea Township Enclave B Voting District,121,900100,830e3333685f26b831673c12f84d521a3812b3d6d81eb4ccb4a3ec5486deea60
South Wea Township Enclave C,South Wea Township Enclave C Voting District,121,900110,158b4c3f2d94ddbbcaa3e044b5365eb55ffe80189a1c9c2e77a1efd6876bf093
West Valley Township Exclave,West Valley Township Exclave Voting District,121,900120,7b0565510dcd20bc8c51d2bdb6436eec80a60f7d1b40db6e28db59cb79dc4342
North Marysville Township Enclave 2,North Marysville Township Enclave 2 Voting District,121,900130,6283f8f5a6aacfd2994f9084da3eecd232845bb18f496b04423354f2694fca85
North Paola Township Part 1,North Paola Township Part 1 Voting District,121,900140,538914d7ebb15e3fd95d231507e8a7bcafa15f857358445d835cc145e9a65f44
North Paola Township Part 2,North Paola Township Part 2 Voting District,121,900150,4318097cae2d6f2d77762a4bca77cea391c1e414cbaf98fc4d6ea7df308f8fea
North Paola Township Part 3,North Paola Township Part 3 Voting District,121,900160,917880480cb7003a8c446ba623a590452a1ba8b5c480fc27948d7383da9a2d8d
South Paola Township Part 2,South Paola Township Part 2 Voting District,121,900180,d7ede4b59d3d16e79fea75ce0e71cd47ffef94d5c7031712f4a97eb095c805de
Osawatomie Ward 1 Exclave D,Osawatomie Ward 1 Exclave D,121,900050,d2fb2ac4e5117f678fb8e845e1427a839d19aa7759ee22ef4c9467739b6ff19e
Asherville Township,Asherville Township Voting District,123,000010,19c42930c2d658777a495337ba93eebde56f33c525fe58878fa315ace894476a
Beloit City Ward 1,Beloit City Ward 1,123,000020,21da41f16e2ecc459f1e56bfdc1f945dca8f944c75ac296a6a9ddf17130e1890
Beloit City Ward 2,Beloit City Ward 2,123,000030,6617165cd1ae2fd86e9068dfcc6c8f5ff80b62865c668c7515b6440646039146
Beloit City Ward 3,Beloit City Ward 3,123,000040,fc78f06ea883343c77108777fdb8b71cf355b37d5921dabab3d7a62f5475c4c7
Beloit City Ward 4,Beloit City Ward 4,123,000050,2cd9f72ed71a21e096175ece03fc87c3df2cc3bb9840d21085b28f88c2fd871c
Beloit Township,Beloit Township Voting District,123,00006A,3ec9db24e143932038cfddb07b8aed76f8738b4fb1171e287ca83bcc64e0cdcc
Beloit Township Enclave A,Beloit Township Enclave A Voting District,123,00006B,2699e44d5cc729615ab5085be782659fc140548fa173860f549d6c22d71d3358
Beloit Township Enclave C,Beloit Township Enclave C Voting District,123,00006D,929a2950eb34524a075cd229ff359f6c3609c258bca06d4d41e21cb5ff819aae
Carr Creek Township,Carr Creek Township Voting District,123,000090,01d6fd7a79c38bd79eedf444e470a583481d6fc337f27fa343cf11ec71daa314
Beloit Township Enclave B,Beloit Township Enclave B Voting District,123,00006C,e7f7c50c620feca9b97cf66c0de9615e88df8912db5f756170923d167e51e02c
Bloomfield Township,Bloomfield Township Voting District,123,000070,d03693ffe49a197f69eb33683864bbcd56039a413c040b10b19f5fc17afd8b86
Blue Hill Township,Blue Hill Township Voting District,123,000080,16c8faab08242a05ed7d566c32c8da1df866382a50efed97ee214084945ae4ee
Cawker Township,Cawker Township Voting District,123,000110,bc08f510583c94641fb06b84c9f0f0ec1abca0cf176e44c2284d41b347670018
Glen Elder Township,Glen Elder Township Voting District,123,000160,9498167201a499e72e53dd7e3187ae7ef697348a092ca0b2bc9ef651778adfd1
Cawker City,Cawker City Voting District,123,000100,2c6b61e8fab0cc5f689f67e200fdb8496a208a65dfe194a7d44e6ea3df1a19a0
Center Township,Center Township Voting District,123,000120,372765c289ceb233a8373a5dc731e0a57d514d949cac3834cd8f40debe1eae7c
Custer Township,Custer Township Voting District,123,000130,b5c35e00e766c9e51f234cea8b91a443f6885a6a159b8fefef1128bbdb671abf
Eureka Township,Eureka Township Voting District,123,000140,871f5ffe3d40322d5166a5a0bb04f598b7421b36fe95f9482a322bd9d346c4c9
Glen Elder City,Glen Elder City Voting District,123,000150,fc1b03d20aa5ed7a7d2321d481e1a79f4be21e1aa913267b2f7c7c132b1492de
Hayes Township,Hayes Township Voting District,123,000170,197d05f850d04f60660a9782c63d6a1edacf2550da31b48167136aad1c318bde
Hunter City,Hunter City Voting District,123,000180,e581108f728f585dac7bd60ee2eae0ab0dae136414407e5d66832d243060d825
Logan Township,Logan Township Voting District,123,000190,4e18cf11b8934f27924fef435c9130d4fcf4b7cc5902e140832cb55410138d80
Plum Creek Township,Plum Creek Township Voting District,123,000220,c64e9617c7ce6a098a0a9adc347c952f1618b26577fc72ec284347142eb55cfa
Salt Creek Township,Salt Creek Township Voting District,123,000240,d532fce64ba98a61d44915f89b9ee2f77d7afcdfd5ff9fc8798041c428438a6c
Lulu Township,Lulu Township Voting District,123,000200,c1185b8811aa221e0890672d35492e7c11caa308f95ed7edf071efb7d0c97e84
Pittsburg Township,Pittsburg Township Voting District,123,000210,7997f0378e68a2e7dafa8a01d586c6318fcb0d3de617837314d4b40203fc19d9
Round Springs Township,Round Springs Township Voting District,123,000230,5f5b019c961a6196dcc88e6ebc4d61bdf961557792ea72e491b39a4fde9a389c
Scottsville City,Scottsville City Voting District,123,000250,021d7cf6dfdde8eed8ca922f13c494d6e4c89171d9b87e593cd54277ffd96364
Simpson City,Simpson City Voting District,123,000260,1f6b7f0f1c8bf40541d6d51f021cb2df145be16a014e7a1740a5517be2f8b468
Tipton City,Tipton City Voting District,123,000280,3b4832c3c93e4963b3d8b6156a0a5745b750bdd4e3f33a8f4c4f25f4aa0a847c
